,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1083355,1083355,2020-03-25 22:39:17,30364087349027,fraud_Hermann and Sons,shopping_pos,5.08,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,596c542eaad34c76d2cdec931e11acc3,1364251157,36.354783000000005,-96.392355,0,74035.0
660252,660252,2019-10-07 21:49:05,3585740823295298,fraud_Hills-Witting,shopping_net,6.98,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,2e2ce55bc8ecf3bc1ef727436d2e33c3,1349646545,33.995887,-99.939472,0,
30983,30983,2019-01-19 13:57:53,3596357274378601,"fraud_Goyette, Howell and Collier",shopping_pos,9.7,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,67c2db4074d769c209c3231dac3cb547,1326981473,40.95735,-77.42223100000001,0,16872.0
714767,714767,2019-11-01 18:40:48,675945690716,fraud_O'Connell-Ullrich,home,61.67,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,22467dd78108f355a0f0bb84464a4b44,1351795248,39.858221,-80.773777,0,43942.0
247831,247831,2019-05-04 13:06:50,377993105397617,"fraud_Labadie, Treutel and Bode",shopping_net,8.98,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,81ad96d6084b4319b7c25ff7c92aab79,1336136810,45.187867,-89.101745,0,54409.0
434574,434574,2019-07-13 18:01:30,376445266762684,fraud_Auer-West,shopping_net,9.32,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,8b2d1828305e0d79f669c639a68c0681,1342202490,41.514576,-100.706962,0,
133226,133226,2019-03-14 15:58:54,6011438889172900,fraud_Lynch-Mohr,travel,4.1,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,4fbbdf0fefba0d04a6d6a2044d732414,1331740734,33.286938,-92.22809,0,71651.0
351931,351931,2019-06-14 11:25:17,213180742685905,fraud_Conroy-Cruickshank,gas_transport,87.7,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,92feb2bd79a2f93768a2e4c6462eb5d0,1339673117,41.068643,-123.503964,0,95546.0
335299,335299,2019-06-08 13:57:39,4874017206859125,fraud_Pouros-Conroy,shopping_pos,13.42,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,b57207cb57e9d8b76577561821580bd4,1339163859,45.311865,-122.902799,0,97140.0
718132,718132,2019-11-03 01:56:59,3500969075198072,fraud_Ledner-Pfannerstill,gas_transport,60.63,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,7b34540abe7583f576e2a00435e88916,1351907819,46.899605,-117.91252,0,
317222,317222,2019-06-01 23:57:35,30235438713303,fraud_Shanahan-Lehner,personal_care,2.16,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,d283b90f40988be8e7b11b4ecbebbbf8,1338595055,38.260526,-82.329451,0,25506.0
56188,56188,2019-02-03 10:38:48,4897067971111209737,"fraud_Swift, Bradtke and Marquardt",grocery_net,22.42,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,86e4c877b0397f6b18fbc4a1bcc19b88,1328265528,29.239601,-83.668313,0,
314554,314554,2019-06-01 05:37:42,4505383113689,fraud_Wolf Inc,grocery_pos,87.36,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,93a800dbfe4011aff7bb674aea86ee2a,1338529062,39.558535,-75.70079399999999,0,19701.0
1244400,1244400,2020-06-02 11:17:01,2297447006766555,"fraud_Baumbach, Feeney and Morar",shopping_net,4.61,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,9ce78ef298e996d4a28bc1088c2c507c,1370171821,40.980484,-89.270099,0,61375.0
11515,11515,2019-01-07 19:06:33,375904527651269,fraud_Dare-Marvin,entertainment,37.02,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,fedc9a687b5f8f41c3e6c670439d7ae4,1325963193,40.874205,-98.633178,0,68883.0
9696,9696,2019-01-07 00:11:45,3523843138706408,fraud_Pacocha-O'Reilly,grocery_pos,95.36,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,4a1268baa9fd411e650eb816bb596a01,1325895105,33.255681,-86.76785799999999,0,35124.0
1170188,1170188,2020-05-03 19:36:08,377993105397617,fraud_Satterfield-Lowe,travel,924.4,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,66340b56db8fa62b908a5ff012131929,1367609768,44.727117,-87.257036,0,54235.0
463217,463217,2019-07-23 06:22:05,378278619832195,"fraud_Schroeder, Hauck and Treutel",entertainment,1.12,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,6d84604099cc2a40e95035175890bc92,1343024525,43.543051,-123.745567,0,97436.0
878924,878924,2019-12-22 02:54:39,213163860545705,fraud_Jast Ltd,shopping_net,99.54,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,50f5eac4ab6b287f2a009fbe9be76e5d,1356144879,32.684528,-83.28581899999999,0,31044.0
1029736,1029736,2020-03-02 18:02:17,374930071163758,"fraud_Rippin, Kub and Mann",misc_net,735.45,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,68e55cda82cc3358224d75b4ec24077d,1362247337,41.382674,-82.975466,1,43464.0
1025492,1025492,2020-03-01 07:02:26,4587657402165341815,fraud_Hills-Olson,grocery_net,38.13,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,eb23b906285f1f6af6b8f9717bb510a7,1362121346,41.917455,-87.29882099999999,0,
1198802,1198802,2020-05-16 12:22:47,4292902571056973207,fraud_Wilkinson LLC,personal_care,2.79,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,3169a2621c5f698d7be4265b7fbc6566,1368706967,44.859036,-114.371423,0,
416205,416205,2019-07-07 03:17:12,4826655832045236,fraud_Beier-Hyatt,shopping_pos,2.57,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,12915d28d85e16de64a937087b3df52f,1341631032,41.399051,-69.849487,0,
704836,704836,2019-10-27 21:55:20,676372984911,fraud_Metz-Boehm,shopping_pos,8.6,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,527553aefade320047912eded8174f13,1351374920,40.186232,-98.16802,0,68961.0
504109,504109,2019-08-06 20:34:34,675990301623,fraud_Botsford and Sons,home,46.36,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,ce21dfa678552a2e47904dd306f0d19d,1344285274,40.910467,-73.790444,0,10805.0
57285,57285,2019-02-03 22:06:12,4277232699798846,"fraud_Becker, Harris and Harvey",personal_care,74.34,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,92e77feec39489ba9aabdd3da2122ecd,1328306772,46.013315000000006,-104.650887,0,
1295065,1295065,2020-06-20 22:07:37,4634955908138648,fraud_Christiansen-Gusikowski,misc_pos,214.9,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,01ab356d289f34dc9bfbc4fbf3ac0361,1371766057,42.091117,-95.728619,0,51060.0
919326,919326,2019-12-30 15:12:31,3598215285024754,fraud_Rau-Robel,kids_pets,62.62,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,4aeed8deca35b4ff48f33ecedf54040e,1356880351,40.336122,-73.698448,0,
948814,948814,2020-01-14 21:08:22,4874017206859125,fraud_Spencer PLC,entertainment,129.69,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,54d64260a157b6153b0084c38106aa7d,1358197702,46.121402,-123.647603,0,97103.0
611321,611321,2019-09-16 14:56:05,2229378226512508,fraud_Pacocha-Weissnat,kids_pets,44.84,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,b7ec8936ed7db67ebf813a4f99380d99,1347807365,43.40307,-91.081879,0,54628.0
1007204,1007204,2020-02-17 20:30:59,3591919803438423,fraud_Deckow-Dare,food_dining,40.62,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,1787ccbcddbca7866e1477a98cb20b06,1361133059,28.955697,-80.747351,0,32169.0
1165062,1165062,2020-05-01 07:55:01,4048508450704760,fraud_Kuhic Inc,grocery_pos,74.09,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,0cfdd9f43f17e928fa2002d52a8213c2,1367394901,41.308176,-98.709293,0,68835.0
400570,400570,2019-07-01 04:36:41,3550554389581384,fraud_Bogisich Inc,grocery_pos,108.41,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,1983-11-10,fa9956438d899a696c64d745599c466c,1341117401,29.868316,-81.450066,0,32092.0
126833,126833,2019-03-11 08:08:11,4939976756738216,fraud_Vandervort-Funk,grocery_pos,218.29,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,33950e0fca4d38b64f48cc3a798f524a,1331453291,26.665146000000004,-99.944029,0,
43516,43516,2019-01-27 01:07:26,4424338559877976,"fraud_Schaefer, Maggio and Daugherty",gas_transport,77.11,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,df1ab29e65c6ffd2cacdce3858a60d54,1327626446,41.49668,-83.55261,0,43443.0
192865,192865,2019-04-09 10:16:53,3553629419254918,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,47.96,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,633a47e45196ace37a8ed205e0f44866,1333966613,49.286225,-122.555545,0,
1222487,1222487,2020-05-25 21:12:03,3501942333500073,fraud_Smith-Stokes,misc_pos,4.43,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,b42cb9976005d81b444365fa1f32196a,1369516323,33.771193,-111.369824,0,
788787,788787,2019-12-01 20:05:57,6011109736646996,fraud_Kozey-McDermott,travel,1.45,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,fb1eb0227de152586cd5c30340a1d850,1354392357,33.393596,-77.09607199999999,0,
980871,980871,2020-02-02 18:29:24,4226219726886852999,fraud_Kerluke-Abshire,shopping_net,1.63,Jessica,Bell,F,669 Moore Shoal,Bethel,OH,45106,38.9424,-84.09200000000001,12349,Field trials officer,1985-07-08,ea0ab05e55f02a3bbff2d59e04bc8a15,1359829764,38.415544,-85.045948,0,40036.0
906821,906821,2019-12-28 14:11:34,6011382886333463,fraud_Adams-Barrows,health_fitness,17.31,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,635039e8a16285fb00a89fc06f27d078,1356703894,44.672356,-83.947505,0,48621.0
167280,167280,2019-03-29 22:09:22,373213026644490,fraud_Hills-Boyer,personal_care,5.89,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,eda3abd3f8d3f7b848adf23a25920e64,1333058962,33.081996999999994,-116.580841,0,92036.0
199025,199025,2019-04-12 21:56:01,4707867759656333,fraud_Beier LLC,entertainment,22.69,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967-02-04,cd032ca0fe733f08ec4daea3d7b68bbd,1334267761,35.997982,-84.03808199999999,0,37849.0
1200597,1200597,2020-05-17 07:29:00,373213026644490,fraud_Kilback LLC,grocery_pos,56.23,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,b2e8e1ec7b439206ef264371a6dcf917,1368775740,32.334565999999995,-116.554847,0,
1016036,1016036,2020-02-23 13:46:00,38052002992326,fraud_Bruen-Yost,misc_pos,1.07,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,d53b2cabdcf8284f21cc07839cc2b79d,1361627160,31.071418,-94.315498,0,75980.0
5688,5688,2019-01-04 16:57:36,571465035400,"fraud_Crist, Jakubowski and Littel",home,75.58,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,5b625415df7970a5b8845132b12ae05c,1325696256,42.424651,-109.464018,0,
324583,324583,2019-06-03 21:21:13,4067137330196900,fraud_Welch Inc,misc_net,12.59,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,3e0b1ed31ad1634b7eba652a08056b30,1338758473,34.439806,-88.452771,0,38856.0
739548,739548,2019-11-11 21:10:31,370877495212014,fraud_Medhurst Inc,home,70.38,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,134d9a3b7c17b68f5e742136046c128f,1352668231,36.949118,-80.455862,0,24149.0
1170213,1170213,2020-05-03 19:44:48,4481131401752,"fraud_Zboncak, Rowe and Murazik",shopping_net,8.34,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,1975-04-30,c8e3d33f7b1599e8c81607e2eaac5b0f,1367610288,42.870999,-71.94838299999999,0,3458.0
496778,496778,2019-08-04 14:28:04,213153151785052,fraud_Barton LLC,kids_pets,51.3,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,38a9807ff4d29b34f597cb5f4f4a7a80,1344090484,44.781121,-90.016434,0,54484.0
670628,670628,2019-10-13 04:19:23,345389171551808,fraud_Nader-Heller,misc_net,3.76,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,bbf73802ae45633f32712c94c03e3289,1350101963,34.903597999999995,-90.449045,0,72348.0
362528,362528,2019-06-17 12:53:27,4173950183554608,"fraud_Quitzon, Green and Bashirian",shopping_pos,8.15,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,bcb947043888406fdd2a6700b0ef1176,1339937607,39.905268,-73.643096,0,
618787,618787,2019-09-20 13:51:17,4158008602445,fraud_Kautzer and Sons,personal_care,51.15,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,c28d5937afea32971ff7848dd12fe365,1348149077,45.321534,-93.161483,0,55011.0
511296,511296,2019-08-10 01:44:01,4070511711385545,fraud_Huels-Hahn,gas_transport,40.17,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,bb28ad9d49e8a5ac59db108ccb7fa364,1344563041,29.654746000000003,-97.746633,0,78638.0
348386,348386,2019-06-12 21:16:13,6011367958204270,"fraud_Lang, Towne and Schuppe",kids_pets,154.37,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,9929d93e5153fc0d91cd60b0d587a011,1339535773,40.330272,-82.35311300000001,0,43022.0
835544,835544,2019-12-12 11:27:09,346273234529002,fraud_McDermott-Weimann,grocery_pos,189.77,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,9243ecc4322447b6f90f627e120e4749,1355311629,37.530609000000005,-79.584148,0,24066.0
1089153,1089153,2020-03-29 04:34:29,3538520143479972,fraud_Boyer PLC,shopping_net,5.94,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,b45a0352175772a7f04c6b1ec0a02f88,1364531669,41.781273,-83.475063,0,48133.0
1036970,1036970,2020-03-06 01:12:40,4149238353975790,fraud_Pfeffer and Sons,shopping_pos,128.42,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,d273ad0f79731edde1fb83b00aea1b9a,1362532360,40.147837,-79.40594399999999,0,15610.0
560376,560376,2019-08-26 16:15:26,4689147265057948423,fraud_Kutch-Ferry,home,50.17,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,fa3c85c7fa1002351675f9b2a96c5f0d,1345997726,41.5544,-97.130263,0,68661.0
1091222,1091222,2020-03-29 22:37:09,4048508450704760,fraud_Abbott-Steuber,personal_care,11.75,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,f2feb8a160475ff498d1579f3915e119,1364596629,40.866461,-97.635848,0,68467.0
769710,769710,2019-11-25 12:26:32,4208110975550360171,"fraud_Hettinger, McCullough and Fay",home,77.08,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,1982-01-16,2eb549743523aaaac06dfd8146ce47ba,1353846392,32.420615000000005,-82.54545300000001,0,30457.0
276685,276685,2019-05-17 04:50:45,213161293389774,fraud_Murray-Smitham,grocery_pos,102.61,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,3fb4be1da81b4bde1d2601e3234a7c08,1337230245,42.284481,-76.773565,0,14869.0
785808,785808,2019-12-01 09:57:51,3560797065840735,"fraud_Reilly, Heaney and Cole",gas_transport,68.48,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,b50a81064c9b0316008a170c869de507,1354355871,46.246318,-101.85687,0,58562.0
310466,310466,2019-05-30 14:40:06,213141712584544,"fraud_Bins, Balistreri and Beatty",shopping_pos,3.58,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,c7365ed66e0ac740db36fcd327110bd5,1338388806,32.47658,-90.642054,0,39156.0
714056,714056,2019-11-01 11:10:04,3589255887819806,"fraud_Rodriguez, Yost and Jenkins",misc_net,12.79,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,35e4cd210940d81aac0b4f805704335f,1351768204,39.677402,-78.242191,0,21750.0
109766,109766,2019-03-03 22:35:06,180067784565096,"fraud_Moore, Williamson and Emmerich",home,5.52,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,80e56fe545ac12359419d0b82ea5b48b,1330814106,42.05064,-87.640897,0,60202.0
271553,271553,2019-05-14 02:51:06,3525590521269779,fraud_McDermott-Weimann,grocery_pos,52.07,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,a3c4bb744100e3f654a9261e4ba3fd39,1336963866,35.229287,-78.932713,0,28311.0
754040,754040,2019-11-18 12:55:01,3511378610369890,fraud_Pacocha-Bauch,shopping_pos,80.42,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,7f0f0e14a272856aa83aedc6374e8fe4,1353243301,35.299440000000004,-86.470844,0,37352.0
568860,568860,2019-08-30 09:17:26,560881134780,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,228.99,Audrey,Martinez,F,343 Joshua Views,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,1953-03-19,e57d937700f0bf4be821cabcf78459ed,1346318246,41.230023,-86.51024699999999,0,46968.0
1085195,1085195,2020-03-27 01:55:02,3525590521269779,fraud_Cole PLC,grocery_pos,105.31,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,e0ad2b25b7066cab738cba7b56cc6749,1364349302,36.974957,-79.951048,0,24151.0
78364,78364,2019-02-16 06:25:31,4319584480204988982,fraud_Wiegand-Lowe,grocery_net,35.38,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,959218d27b342a6f9a189c57ca0eeea3,1329373531,37.143219,-82.054979,0,24646.0
251935,251935,2019-05-05 20:39:21,180011453250192,fraud_Gerhold LLC,home,87.69,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,6adcf78464b15b9fa7187483505855e5,1336250361,41.037243,-90.682813,0,61453.0
857694,857694,2019-12-16 18:28:26,4861310130652566408,fraud_Breitenberg-Hermiston,kids_pets,49.8,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,1d0f73116ac16a26fb467ceb862f9e4f,1355682506,30.33751,-91.08037,0,70810.0
749954,749954,2019-11-17 05:06:12,4900628639996,fraud_Kuhic Inc,grocery_pos,61.29,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,2dd94ad19bd89992afb325c49cc2481b,1353128772,33.429542,-118.630233,0,
1212723,1212723,2020-05-22 12:21:38,6011542681743618,fraud_Hudson-Grady,shopping_pos,49.85,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,ba68d577e88b2c0507964718c861733a,1369225298,38.206321,-78.208433,0,22972.0
788464,788464,2019-12-01 19:11:14,340953839692349,"fraud_Metz, Russel and Metz",kids_pets,82.3,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,e6df7545365102b676777b8d278cf97e,1354389074,42.608405,-82.615434,0,48028.0
1231135,1231135,2020-05-29 02:59:33,502038091380,fraud_Harber Inc,gas_transport,72.11,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,68e9095859f90755c0eb1e2e71738ad3,1369796373,37.054039,-92.235288,0,65711.0
899996,899996,2019-12-26 22:09:38,2229378226512508,"fraud_Weber, Thiel and Hammes",kids_pets,45.17,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,d568dbe673bb386a2eea569050e88292,1356559778,43.66817,-90.767822,0,54667.0
1087802,1087802,2020-03-28 14:15:46,4736845434667908128,"fraud_Denesik, Powlowski and Pouros",home,83.85,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,710b5eed60ee4f73cc2030ce966b283d,1364480146,44.361604,-73.75181500000001,0,12941.0
620703,620703,2019-09-21 10:53:40,2318062975163331,fraud_Sporer Inc,gas_transport,56.31,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,ba8e8e9a48c4aa1e7a6d39f3c9c9841b,1348224820,39.175542,-91.928119,0,65285.0
884270,884270,2019-12-22 22:55:27,2703186189652095,fraud_Labadie LLC,personal_care,44.2,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,2921f1d5da6c98bcc3214605219f1b16,1356216927,37.018689,-80.705722,0,24324.0
271459,271459,2019-05-14 01:07:34,4980323467523543940,fraud_Luettgen PLC,gas_transport,72.71,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1947-10-27,81662f77b5b38b6f59d7b7c1a755ad7b,1336957654,43.600863,-71.45333000000001,0,3246.0
562445,562445,2019-08-27 08:47:51,4670613943676271,fraud_Kuvalis Ltd,gas_transport,69.58,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,a0bd7f71ae5fb77ad68c913b30902152,1346057271,31.227095,-84.45011099999999,0,39870.0
87210,87210,2019-02-20 21:49:49,376028110684021,fraud_Jast-McDermott,shopping_pos,122.91,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,a4e1c87526918e0149110e3f5ddce93e,1329774589,39.278648,-93.443807,0,64633.0
883172,883172,2019-12-22 19:26:25,3568255211412877,"fraud_Ledner, Hartmann and Feest",health_fitness,5.2,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,80d09554682a8414cb6d7c9dfd9b7d5f,1356204385,40.679761,-85.791737,0,46940.0
308301,308301,2019-05-29 15:02:03,344709867813900,fraud_Padberg-Rogahn,entertainment,44.0,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,582322667285a757752973f3fd5cdcb6,1338303723,28.168771000000003,-81.204165,0,34772.0
1088487,1088487,2020-03-28 21:28:30,4855488158131690372,fraud_Breitenberg-Hermiston,kids_pets,52.9,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,0f99bf63e96337025a99300c8e3cffad,1364506110,43.605445,-73.218323,0,5732.0
